ref,codigo,descripcion,valor,tipo
920404,22506,VENTRICULOGRAFIA EN REPOSO Y POST EJERCICIO,205410,diagnostico
920405,22507,PERFUSION MIOCARDICA EN REPOSO,354155,diagnostico
920406,22507,PERFUSION MIOCARDICA CON STRESS FARMACOLOGICO,354155,diagnostico
920408,22508,PERFUSION MIOCARDICA EN REPOSO Y POST-EJERCICIO,487335,diagnostico
920407,22509,GAMAGRAFIA DE MIOCARDIO CON PIROFOSFATOS,83190,diagnostico
920410,22510,GAMAGRAFÍA DE PERFUSIÓN ARTERIAL,50665,diagnostico
920411,22511,VENOGAMAGRAFIA,82175,diagnostico
920412,22512,GAMAGRAFÍA DE VIABILIDAD MIOCARDICA CON 18 FDG.,295920,diagnostico
920413,22512,GAMAGRAFÍA DE VIABILIDAD MIOCARDICA CON TALIO O MARCADORES DE TC.,295920,diagnostico
920414,22513,GAMAGRAFÍA DE TRASPLANTE CARDIACO,295920,diagnostico
920415,22601,"GAMAGRAFIA PULMONAR, PERFUSION",86625,diagnostico
920301,22602,"GAMAGRAFIA PULMONAR, VENTILACION",81735,diagnostico
920302,22603,BUSQUEDA DE HEMORRAGIA PULMONAR,73935,diagnostico
920303,22604,"GAMAGRAFIA PULMONAR, PERFUSION Y VENTILACION",135540,diagnostico
920304,22605,GAMAGRAFÍA DE ACLARAMIENTO MUCOCILIAR,81735,diagnostico
920305,22606,GAMAGRAFIA DE PERMEABILIDAD ALVEOLO CAPILAR,78535,diagnostico
920306,22701,RENOGRAMA SECUENCIAL,78535,diagnostico
920801,22702,RENOGRAMA SECUENCIAL CON FILTRACION GLOMERULAR,94375,diagnostico
920802,22703,GAMAGRAFÍA DE FLUJO PLASMATICO RENAL EFECTIVO,127915,diagnostico
920803,22704,GAMAGRAFÍA DE RESIDUO VESICAL,54810,diagnostico
920804,22705,GAMAGRAFÍA DE FILTRACION GLOMERULAR,49495,diagnostico
920805,22706,GAMAGRAFIA DE PERFUSION TESTICULAR Y CONTENIDO ESCROTAL,51690,diagnostico
920806,22707,CISTOGAMAGRAFIA,59945,diagnostico
920807,22708,RENOGRAMA BASAL Y POST CAPTOPRIL,166595,diagnostico
920808,22709,GAMAGRAFIA RENAL ESTATICA CON DMSA,63480,diagnostico
920809,22710,GAMAGRAFIA DE PERFUSION RENAL,7560,diagnostico
920810,22711,RENOGRAMA CON MERTIATIDE,120430,diagnostico
920811,22712,RENOGRAMA DIURETICO,121185,diagnostico
920812,22713,GAMAGRAFÍA DE TRASPLANTE RENAL,271915,diagnostico
920813,22801,GAMAGRAFIA OSEA (CORPORAL TOTAL O SEGMENTARIA),115125,diagnostico
920901,22802,GAMAGRAFIA OSEA DE TRES FASES,143910,diagnostico
920902,22803,GAMAGRAFIA OSEA CON SPECT,172455,diagnostico
920903,22804,TERAPIA CON ITRIUM 90,471425,diagnostico
922805,22901,DACRIOCISTOGAMAGRAFIA (GAMAGRAFIA DE VIAS LAGRIMALES) SOD,71725,diagnostico
921100,22902,GAMAGRAFÍA CON GALIO 67 SOD,151700,diagnostico
921200,22903,TERAPIA DE METASTASIS CON ESTRONCIO NCOC,290420,diagnostico
922830,22904,"GAMAGRAFÍA DE VIABILIDAD TUMORAL CON MIBI, TETROFOSMIN, TALIO U OCTEOTRIDE",354155,diagnostico
921301,22905,GAMAGRAFÍA DE ANTICUERPOS MONOCLONALES SOD,274430,diagnostico
921600,22906,SALIVOGRAMA (TEST DE BRONCOASPIRACION),81665,diagnostico
892200,23102,ESTUDIO COMPLETO DE IMPOTENCIA,320765,diagnostico
892902,23105,UROFLUJOMETRIA (UFM) SOD,13350,diagnostico
892400,23106,REEMPLAZO DE CATETER URINARIO (VESICAL) SOD,8790,diagnostico
579500,23106,REEMPLAZO DE TUBO DE URETEROSTOMÍA SOD,8790,diagnostico
599300,23106,REEMPLAZO DE TUBO DE CISTOSTOMÍA SOD,8790,diagnostico
599400,23106,EXTRACCION Y/O REEMPLAZO DE SONDA URETRAL SOD,8790,diagnostico
976500,23107,BLOQUEO DE NERVIOS PUDENDOS (65),15455,diagnostico
053109,23108,ESFINTEROMANOMETRIA SOD,15455,diagnostico
892600,23109,PERFIL DE PRESION URETRAL (PPU) SOD,17640,diagnostico
892500,23110,URODINAMIA ESTANDAR (190),61780,diagnostico
892001,23110,ELECTROMIOGRAFIA ESFINTER URETRAL,10955,diagnostico
892301,23110,ELECTROMIOGRAFIA ESFINTER VESICAL,10955,diagnostico
892302,23110,CISTOMETRIA SOD,36345,diagnostico
892800,23112,URODINAMIA CON PRUEBA DE MEDICAMENTO,75535,diagnostico
892002,23116,ASPIRACIÓN PERCUTÁNEA DE VEJIGA,20095,diagnostico
571110,23117,INSERCIÓN DE CATETER URINARIO (VESICAL) SOD,8790,diagnostico
579400,23117,INSERCION DE CATETER (SONDA) EN URETRA,8790,diagnostico
961601,23118,INSTILACION GENITOURINARIA SOD,16960,diagnostico
964900,23119,PENOSCOPIA SOD,18480,diagnostico
641200,23120,DILATACIÓN DE MEATO URETERAL (198),15455,diagnostico
569001,23120,DILATACIÓN DE UNIÓN URETROVESICAL SOD (198) (129),15455,diagnostico
586200,23120,DILATACIÓN DE URETRA POR SONDEO SOD (198) (129),15455,diagnostico
586300,23120,DILATACION TRANSURETRAL CON BALON DE URETRA PROSTATICA SOD (198) (129),15475,diagnostico
609500,24101,ESPIROMETRIA O CURVA DE FLUJO VOLUMEN SIMPLE,16650,diagnostico
893808,24102,ESPIROMETRIA O CURVA DE FLUJO VOLUMEN PRE Y POST BRONCODILATADORES,33360,diagnostico
893805,24103,ESPIROMETRIA SOD (255),11070,diagnostico
893700,24104,CAPACIDAD DE DIFUSION CON MONOXIDO DE CARBONO,54560,diagnostico
893806,24107,MEDICION DE LA FUERZA MUSCULAR RESPIRATORIA (PIM-PEM AJUSTADO CON VOLUMENES PULMONARES,21765,diagnostico
893810,24108,PRESION TRANSDIAFRAGMATICA CON BALONES,43525,diagnostico
893814,24109,PRUEBA DE BRONCOMOTRICIDAD CON EJERCICIO,86810,diagnostico
893820,24110,PRUEBA DE BRONCOMOTRICIDAD CON EJERCICIO Y MONITOREO (194),91535,diagnostico
893821,24111,PRUEBA DE BRONCOPROVOCACION ESPECIFICA ( ALERGENO ) O INESPECIFICA,75575,diagnostico
893815,24112,RESPUESTA VENTILATORIA A LA HIPERCAPNIA,31760,diagnostico
893817,24113,MEDICION DE PRESION INSPIRATORIA Y ESPIRATORIA MAXIMA CON EQUIPO PORTATIL (198),3300,diagnostico
893811,24114,MEDICION DE GASES EN SANGRE VENOSA MIXTA SOD,37320,diagnostico
896600,24115,RESISTENCIA DE VIAS AEREAS POR PLETISMOGRAFIA SIMPLE,17680,diagnostico
893809,24116,RESISTENCIA DE LAS VIAS AEREAS POR PLETISMOGRAFIA PRE Y POST BRONCODILATADORES,36885,diagnostico
893813,24117,DISTENSIBILIDAD PULMONAR CON BALON ESOFAGICO,41345,diagnostico
893807,24118,M24124,78875,diagnostico
893801,24120,CURVA DE HIPEROXIA (192),76550,diagnostico
893802,24121,MEDICION NO INVASIVA DE CO2 O CAPNOGRAFIA,91795,diagnostico
893818,24122,REGISTRO DE OXIMETRIA CUTANEA (193),10100,diagnostico
893812,24123,COOXIMETRIA,26875,diagnostico
893804,24124,VENTILACION VOLUNTARIA MAXIMA,14140,diagnostico
893822,24126,"VOLUMENES PULMONARES POR GASES (HELIO OTROS. ), PRE Y POST BRONCODILATADORES",141220,diagnostico
893702,24127,M24116,42925,diagnostico
893701,M24119,E24119,95435,diagnostico
895101,25101,PRUEBA ERGOMETRICA (TEST DE EJERCICIO) (418),76870,diagnostico
894102,25102,FONOCARDIOGRAMA Y PULSOS SOD,32100,diagnostico
895500,25103,ECOCARDIOGRAMA DE CONTRASTE (EN CORTOCIRCUITOS),238990,diagnostico
881237,25104,ECOCARDIOGRAMA MODO M,63210,diagnostico
881231,25104,ECOCARDIOGRAMA MODO M Y BIDIMENSIONAL,82175,diagnostico
881232,25105,ECOCARDIOGRAMA MODO M Y BIDIMENSIONAL CON DOPPLER,129320,diagnostico
881233,25106,ECOCARDIOGRAMA MODO M Y BIDIMENSIONAL CON DOPPLER A COLOR,165485,diagnostico
881234,25108,ECOCARDIOGRAMA TRANSESOFAGICO,210360,diagnostico
881235,25109,MONITOREO DE PRESION ARTERIAL SISTEMICA SOD (258),124040,diagnostico
896100,25110,ELECTROCARDIOGRAMA DE ALTA RESOLUCION [ESTUDIO DE POTENCIALES TARDIOS] (257),77570,diagnostico
895201,25111,ECOCARDIOGRAMA DE STRESS CON PRUEBA DE ESFUERZO O CON PRUEBA FARMACOLOGICA,309675,diagnostico
881236,25112,PERICARDIOCENTESIS SOD,120915,diagnostico
370100,25113,INSERCION DE CATETER CENTRAL POR VIA PERIFERICA NCOC (335),124965,diagnostico
389103,25130,ANGIOCARDIOGRAFIA DE CORAZON DERECHO (42),156825,diagnostico
876212,25131,CATETERISMO CARDIACO DEL LADO IZQUIERDO DEL CORAZON SOD (43),229955,diagnostico
372200,25132,CATETERISMO COMBINADO DE LOS LADOS DERECHO E IZQUIERDO DEL CORAZON SOD (43)(141),394445,diagnostico
372300,25133,CATETERISMO TRANSEPTAL DE CORAZON SOD (43),256175,diagnostico
372400,25134,ARTERIOGRAFIA CORONARIA CON CATETERISMO DERECHO E IZQUIERDO (356),346775,diagnostico
876121,25135,ARTERIOGRAFIA CORONARIA CON CATETERISMO IZQUIERDO (43),327310,diagnostico
876122,25136,ARTERIOGRAFIA CORONARIA NCOC (329),412125,diagnostico
876120,25137,"ANGIOPLASTIA CORONARIA TRANSLUMINAL PERCUTANEA, UNO O DOS VASOS (44)",437365,diagnostico
360101,25137,"ANGIOPLASTIA CORONARIA TRANSLUMINAL PERCUTANEA SIMPLE CON INFUSION DE AGENTE TROMBOLITICO, UNO O DOS VASOS (44)",437365,diagnostico
360201,25138,"ANGIOPLASTIA CORONARIA TRANSLUMINAL PERCUTANEA, MAS DE DOS VASOS (44)",499845,diagnostico
360102,25138,ANGIOPLASTIA CORONARIA TRANSLUMINAL PERCUTANEA MULTIPLE (ATERECTOMIA CORONARIA) REALIZADA DURANTE LA MISMA INTERVENCION SOD (44),499845,diagnostico
360500,25139,INSERCIÓN O IMPLANTE DE PROTESIS INTRACORONARIA (STENT) SOD (40),109340,diagnostico
360600,25141,COMISUROTOMIA O VALVULOTOMIA AORTICA CON BALON (VIA ENDOVASCULAR) SOD *,624810,diagnostico
350100,25141,COMISUROTOMIA O VALVULOTOMIA PULMONAR CON BALON (VIA ENDOVASCULAR) SOD * (45),624810,diagnostico
350300,25141,COMISUROTOMIA O VALVULOTOMIA MITRAL CON BALON (VIA ENDOVASCULAR) SOD* (45),624810,diagnostico
350200,25141,COMISUROTOMIA/VALVULOTOMIA TRICUSPIDEA CON BALON (VÍA ENDOVASCULAR) SOD * (45),624810,diagnostico
350400,25142,INFUSION ARTERIAL INTRACORONARIA DE TROMBOLITICOS (TROMBOLISIS INTRACORONARIA) VIA ENDOVASCULAR,291000,diagnostico
360401,25143,AURICULOGRAMA IZQUIERDO,130290,diagnostico
895903,25144,CIERRE DE DUCTUS ARTERIOSO PERSISTENTE POR VIA ENDOVASCULAR (CATETERISMO) (337),427540,diagnostico
358303,25145,"REPARACION DE DEFECTO DE TABIQUE INTERAURICULAR CON PROTESIS, POR VIA ENDOVASCULAR [PERCUTANEA, O CON CATETERISMO] [SOMBRILLA] [KING-MILLS] (338)",618510,diagnostico
355102,25146,ULTRASONIDO INTRAVASCULAR DIAGNOSTICO,226490,diagnostico
895801,25147,ATRIOSEPTOSTOMIA CON BALON O CUHILLA [PROCEDIMIENTO DE RASHKIND O PARKER] SOD * (339),577350,diagnostico
354200,25148,REPARACION DE COARTACION AORTICA POR VIA ENDOVASCULAR (CATETERISMO) (340),598975,diagnostico
358710,25160,ESTUDIO ELECTROFISIOLOGICO CARDIACO TRANS ESOFAGICO (259),181000,diagnostico
372501,25161,CATETERISMO CARDIACO DEL LADO DERECHO DEL CORAZON CON ESTUDIO ELECTROFISIOLOGICO INTRACARDIACO [ESTUDIO ELECTROFISIOLOGICO CARDIACO CONVENCIONAL],484215,diagnostico
372101,25162,CATETERISMO COMBINADO DE LOS LADOS DERECHO E IZQUIERDO DEL CORAZON CON ESTUDIO ELECTROFISIOLOGICO,749295,diagnostico
372301,25163,CATETERISMO TRANSEPTAL DEL CORAZON CON ESTUDIO ELECTROFISILOGICO,730085,diagnostico
372401,25164,ELECTROCARDIOGRAFIA DINAMICA (HOLTER),124040,diagnostico
895001,25168,CARDIOVERSIÓN ELÉCTRICA A TORAX CERRADO ELECTIVA,95195,diagnostico
996101,25169,INSERCION DE MARCAPASO TRANSVENOSO TEMPORAL (TRANSITORIO) O IMPLANTE DE MONITOR DE EVENTOS SOD,227340,diagnostico
377800,25170,IMPLANTACION DE MARCAPASO UNICAMERAL SOD * (341),374190,diagnostico
378200,25171,INSERCION DE MARCAPASOS BICAMERAL SOD * (341),475400,diagnostico
378300,25173,RETIRO O ELIMINACION DE MARCAPASOS CARDIACO SOD * (46),395710,diagnostico
378900,05705,EXTRACCION DE CARDIOVERSOR/ DESFIBRILADOR AUTOMATICO SOD,395710,diagnostico
379900,25175,REVISION [REPROGRAMACION] DE APARATO MARCAPASO SOD *,39670,diagnostico
378500,25176,REPROGRAMACION DE CARDIOVERSOR/DESFIBRILADOR SOD *,63565,diagnostico
379500,25178,"ABLACION CON CATETER DE LESION O TEJIDO DEL CORAZON, POR CRIOCIRUGIA O ELECTROCOAGULACION (259) (330)",727120,diagnostico
373401,25178,ABLACION CON CATETER DE LESION O TEJIDO DEL CORAZON POR RADIOFRECUENCIA (259) (330),727120,diagnostico
373402,25179,PRUEBA DE MESA BASCULANTE,180470,diagnostico
894103,25182,PRUEBAS DE FUNCION AUTONOMICA (260),179630,diagnostico
895910,M25111,VECTOCARDIOGRAMA (CON ECG) SOD *,49035,diagnostico
891401,26103,ELECTROENCEFALOGRAMA COMPUTARIZADO (261),25265,diagnostico
891402,26105,BLOQUEO DE NERVIO SIMPATICO UNICO (65),31010,diagnostico
053101,26105,"BLOQUEO SIMPATICO REGIONAL (CERVICAL, TORACCICO O LUMBAR) (659",31010,diagnostico
053114,26105,INYECCION DE GANGLIO SIMPATICO CILIAL (65),31010,diagnostico
053121,26106,BLOQUEO DE SENO CAROTIDEO (65),31010,diagnostico
053104,26107,BLOQUEO DE NERVIO VAGO (65),31010,diagnostico
053110,26108,BLOQUEO REGIONAL (65),34715,diagnostico
053113,26109,INSERCION DE CATETER SUBARACNOIDEO EN CANAL ESPINAL PARA INFUSION DE SUSTANCIA TERAPEUTICA O PALIATIVA,53220,diagnostico
039003,26109,INSERCION DE CATETER SUBARACNOIDEO EN CANAL ESPINAL CON PUERTA DE ENTRADA IMPLANTABLE PARA INFUSION DE SUSTANCIA TERAPEUTICA O PALIATIVA,53220,diagnostico
039004,26110,INYECCION DE ANESTESIA EN NERVIO DE FACETA ARTICULAR VERTEBRAL CON FINES ANALGESICOS SOD,31010,diagnostico
048300,26110,BLOQUEO DE PLEJO BRAQUIAL (65),31010,diagnostico
053102,26110,BLOQUEO DE PLEJO LUMBOSACRO (65),31010,diagnostico
053103,26111,BLOQUEO PARACERVICAL BILATERAL (65),62010,diagnostico
053106,26112,BLOQUEO DE NERVIO FRENICO (65),31010,diagnostico
053107,26113,BLOQUEO DE PLEJO CELIACO (65),43505,diagnostico
053108,26113,BLOQUEO DEL SIMPATICO PRESACRO ( GANGLIO IMPAR DE WALTER) (65),43505,diagnostico
053115,26114,INYECCION DE ANESTESIA DENTRO DE NERVIO CRANEAL CON FINES ANALGESICOS SOD,44420,diagnostico
048100,26114,BLOQUEO DE NERVIO TRIGEMINAL O ESFENOPALATINO (65),44420,diagnostico
048101,26115,BLOQUEO DEL NERVIO HIPOGASTRICO SUPERIOR (65),50960,diagnostico
053111,26116,BLOQUEO DE NERVIO ESPLACNICO (65),44740,diagnostico
053112,26117,ESTUDIO FISIOLOGICO DEL SUEÑO (ESTUDIO POLISOMNOGRAFICO SIN OXIMETRIA),381950,diagnostico
891701,26118,ELECTROCORTICOGRAFIA,64530,diagnostico
891501,26119,MONITORIZACION ELECTROCARDIOGRAFICA (TELEMETRIA) SOD (373),60795,diagnostico
895400,26120,TRIPLES CAROTIDEOS,108490,diagnostico
891512,26121,POLISOMNOGRAMA EN TITULACION DE CPAP NASAL (263),655555,diagnostico
891703,26122,ESTUDIO POLISOMNOGRAFICO COMPLETO (CON OXIMETRIA),426045,diagnostico
891702,26123,INYECCION DE ANESTESICO EN EL CANAL ESPINAL SOD (65),15835,diagnostico
039100,26124,ELECTROENCEFALOGRAMA DIGITAL CON MAPEO CEREBRAL,171360,diagnostico
954107,27103,LOGOAUDIOMETRÍA (121) (265),10600,diagnostico
954301,27105,AUDIOMETRÍA POR REFUERZO VISUAL (VRA),10600,diagnostico
954103,27106,PRUEBAS DE RECLUTAMIENTO (266),6565,diagnostico
954313,27107,PRUEBAS DE FATIGA ACÚSTICA (266),6565,diagnostico
954314,27110,PUNCION DE SENO MAXILAR [ASPIRACION O LAVADO] SOD,10365,diagnostico
220100,27111,IMITANCIA ACÚSTICA [IMPEDANCIOMETRIA],7175,diagnostico
954302,27113,PROETZ ( DESPLAZAMIENTO) (266),4245,diagnostico
954603,27114,E27114,7175,diagnostico
891201,27116,LAVADO E IRRIGACION DE OIDOS SOD,7175,diagnostico
965200,27117,ASPIRACION DE OIDO MEDIO O CAVIDAD MASTOIDEA SOD,23315,diagnostico
202400,27118,M27117,12625,diagnostico
981100,27120,EXTRACCION SIN INCISION CUERPO EXTRAÑO INTRALUMINAL DE LA NARIZ SOD,29075,diagnostico
981200,27121,"CONTROL DE EPISTAXIS, POR TAPONAMIENTO NASAL ANTERIOR O CAUTERIZACIÓN DE MUCOSA NASAL SOD",20490,diagnostico
210100,27122,"CONTROL DE EPISTAXIS, POR TAPONAMIENTO NASAL POSTERIOR Y ANTERIOR SOD",54825,diagnostico
210200,27123,ELECTRONISTAGMOGRAFIA [ENG] O FOTOELECTRONISTAGMOGRAFIA SOD,85535,diagnostico
952400,27124,CURACION ENDOSCOPICA DE SENOS PARANASALES,19075,diagnostico
965302,27125,ABLACIÓN LOCAL DE LESION INTRANASAL POR INFILTRACION,19075,diagnostico
213110,27126,PRUEBAS CLINICAS DE LA FUNCION VESTIBULAR SOD (268),14340,diagnostico
954400,27127,"TURBINECTOMÍA POR DIATERMIA, CRIO O ELECTROCOAGULACIÓN SOD",46240,diagnostico
216100,27128,ELECTROCOCLEOGRAFIA (ECOG),86040,diagnostico
954602,27132,NEBULIZACION (266),4485,diagnostico
939402,M27128,E27128,41545,diagnostico
951200,28103,TONOGRAFIA OCULAR CON PRUEBAS PROVOCATIVAS,162990,diagnostico
952601,28104,ESTUDIO DE CAMPO VISUAL CENTRAL Y PERIFERICO CONVENCIONAL,11165,diagnostico
950501,M02101,DRENAJE EN GLANDULA LAGRIMAL SOD,42115,diagnostico
090100,28105,SONDEO Y LAVADO DE VIAS LAGRIMALES SOD (270),42115,diagnostico
094200,28105,INTUBACIÓN DE VIAS LAGRIMALES SOD,21055,diagnostico
094400,28106,EXTRACCION CUERPO EXTRAÑO SUPERFICIAL DE LA CONJUNTIVA (122),18480,diagnostico
982101,28107,FROTIS DE CÓRNEA SOD,18480,diagnostico
112100,28109,INYECCION SUBCONJUNTIVAL SOD,15455,diagnostico
107100,28110,DRENAJE DE ABSCESO EN CORNEA SOD,30905,diagnostico
111200,28111,EXTRACCION DE CUERPO EXTRAÑO INCRUSTADO EN CORNEA SOD,18480,diagnostico
110000,28111,EXTRACCION DE CUERPO EXTRAÑO SUPERFICIAL EN CORNEA O ESCLEROTICA (122),18480,diagnostico
982102,28113,MEDICION DE AGUDEZA VISUAL,5610,diagnostico
950601,28114,EVALUACION ORTOPTICA SOD (271),19980,diagnostico
950100,28115,TERAPIA ORTOPTICA (198),4640,diagnostico
953501,28116,TERAPIA PLEOPTICA (198),4640,diagnostico
953502,28117,TOPOGRAFIA CORNEAL COMPUTARIZADA SOD,38575,diagnostico
951500,28118,RECUENTO DE CELULAS ENDOTELIALES,38575,diagnostico
950610,28119,PAQUIMETRIA SOD,29595,diagnostico
952500,28120,BIOMETRIA OCULAR SOD,29595,diagnostico
952000,28121,ELECTRORRETINOGRAFIA SOD,74075,diagnostico
952100,28122,ELECTROOCULOGRAMA SOD,74075,diagnostico
952200,28123,INTERFEROMETRIA (187),17920,diagnostico
950310,28125,FOTOGRAFIA A COLOR DE SEGMENTO ANTERIOR Y/O POSTERIOR DEL OJO,20900,diagnostico
951101,28126,ESTUDIO DE CAMPO VISUAL CENTRAL O PERIFERICO COMPUTARIZADO,53735,diagnostico
950505,28127,IRIDOTOMÍA CON LASER SOD,226410,diagnostico
121200,28127,"IRIDOPLASTIA, CON LASER",226410,diagnostico
123002,28127,"ABLACIÓN DE LESIÓN DE IRIS POR CAUTERIZACIÓN, CRIOTERAPIA O FOTOCOAGULACIÓN (LASER) (365)",56605,diagnostico
124101,28127,"ABLACIÓN DE LESIÓN DE CUERPO CILIAR POR CAUTERIZACIÓN, CRIOTERAPIA O FOTOCOAGULACIÓN (LASER) (365)",56605,diagnostico
124301,28127,CAPSULOTOMIA CON LASER,226410,diagnostico
136502,28128,SUTUROLISIS SUBCONJUNTIVAL DE FLAP ESCLERAL CON LASER,226410,diagnostico
126603,28129,M28125,250240,diagnostico
103202,28130,"RESECCIÓN DE TUMOR DE LA ESCLERÓTICA, POR FOTOCOAGULACION (LASER)",154905,diagnostico
128403,M28106,OBLITERACIÓN O CAUTERIZACION DE PUNTO LAGRIMAL SOD,22330,diagnostico
099100,M28120,BETATERAPIA SOD,11595,diagnostico
891508,29101,ELECTROMIOGRAFÍA EN CADA EXTREMIDAD (UNO O MAS MUSCULOS),22000,diagnostico
930860,29107,"REFLEJO NEUROLOGICO PALPEBRAL: ONDAS ""F"" Y/O ""H"" (24)",43390,diagnostico
891502,29109,ELECTROMIOGRAFÍA EN CARA (272),84530,diagnostico
930820,29110,ELECTROMIOGRAFIA CON ELECTRODO DE FIBRA UNICA (273),47410,diagnostico
930801,29111,ELECTROMIOGRAFÍA LARINGEA,68840,diagnostico
930810,29112,ELECTROMIOGRAFIA DE ESFINTER ANAL SOD (274),31350,diagnostico
893600,29113,POTENCIALES EVOCADOS VISUALES ( UNI O BILATERALES),49895,diagnostico
952301,29114,POTENCIALES EVOCADOS AUDITIVOS DE TALLO CEREBRAL (24),51505,diagnostico
954622,29117,POTENCIALES EVOCADOS AUDITIVOS (24),59275,diagnostico
954621,29121,POTENCIALES EVOCADOS SOMATOSENSORIALES (275),59075,diagnostico
891530,29122,PRUEBA DE ESTIMULO REPETITIVO [LAMBERT],31980,diagnostico
891511,29123,REFLEJO NEUROLOGICO TRIGEMINO FACIAL,31980,diagnostico
891503,29125,REFLEJOS NEUROLOGICOS BULBO CAVERNOSO,18100,diagnostico
891507,29127,"GANGLIOLISIS EN GANGLIOS SIMPATICOS, POR RADIOFRECUENCIA O FENOLIZACION",22705,diagnostico
053301,29127,"GANGLIOLISIS EN GANGLIOS PARAVERTEBRALES, POR RADIOFRECUENCIA O FENOLIZACION",22705,diagnostico
053303,29128,PRUEBA COMPLETA CON TENSILON (276),19635,diagnostico
891510,29129,INYECCION DE ANESTESIA DENTRO DE NERVIO PERIFERICO CON FINES ANALGESICOS SOD,30985,diagnostico
048200,29130,BLOQUEO DE UNION MIONEURAL (65),30985,diagnostico
911105,30102,PROCESAMIENTO DE LA UNIDAD DE CONCENTRADO DE PLAQUETAS [ESTÁNDAR],23975,diagnostico
911102,30103,PROCESAMIENTO DE LA UNIDAD DE CONCENTRADO DE PLAQUETAS DELEUCOCITADOS [ESTÁNDAR] (408),26375,diagnostico
911103,30104,PROCESAMIENTO DE LA UNIDAD DE PLASMA FRESCO,16510,diagnostico
911111,30105,PROCESAMIENTO DE LA UNIDAD DE GLÓBULOS ROJOS O ERITROCITOS [ESTÁNDAR],116165,diagnostico
911106,30106,PROCESAMIENTO DE LA UNIDAD DE GLÓBULOS ROJOS O ERITROCITOS DELEUCOCITADOS (408),127780,diagnostico
911107,30107,PROCESAMIENTO DE LA UNIDAD DE AUTOTRANSFUSION [PREDEPOSITO],122690,diagnostico
911101,30108,PROCESAMIENTO DE LA UNIDAD DE SANGRE TOTAL,122690,diagnostico
911112,30109,PROCESAMIENTO DE CONCENTRADO DE LEUCOCITOS POR AFÉRESIS O LEUCOFÉRESIS,276985,diagnostico
911202,30110,PROCESAMIENTO DE CONCENTRADO DE PLAQUETAS POR AFÉRESIS O PLAQUETOFÉRESIS (277),255750,diagnostico
911201,30111,PROCESAMIENTO DE LA UNIDAD DE GLÓBULOS ROJOS O ERITROCITOS IRRADIADOS,211705,diagnostico
911108,30112,PROCESAMIENTO DE LA UNIDAD DE GLÓBULOS ROJOS O ERITROCITOS LAVADOS,198875,diagnostico
911110,30120,PLASMAFÉRESIS TERAPÉUTICA O DE RECAMBIO,276985,diagnostico
911302,30124,SEPARACION DE CELULAS PROGENITORAS PARA TRANSPLANTE,319450,diagnostico
911204,30125,"CITAFÉRESIS REDUCTIVA [LEUCOCITOS, ERITROCITOS O PLAQUETAS]",211455,diagnostico
911301,30201,APLICACIÓN DE LA UNIDAD DE CRIOPRECIPITADO (409),7765,diagnostico
912001,30201,APLICACIÓN DE LA UNIDAD DE PLAQUETAS (409),7765,diagnostico
912003,30203,APLICACIÓN DE LA UNIDAD DE GLÓBULOS ROJOS O ERITROCITOS,18800,diagnostico
912002,30203,APLICACIÓN DE LA UNIDAD DE SANGRE TOTAL,18800,diagnostico
912004,30203,APLICACIÓN DE PLASMA FRESCO O CONGELADO,18800,diagnostico
912005,30207,TRANSFUSION AUTOLOGA POR OBTENCION MECANICA INTRAOPERATORIA (CELL SAVER),558615,diagnostico
912012,30208,HEMODILUCIÓN NORMOVOLÉMICA INTRAOPERATORIA,125905,diagnostico
912011,30211,FLEBOTOMIA TERAPEUTICA SOD,29560,diagnostico
908404,32101,CARIOTIPO CON BANDEO Q EN CUALQUIER TIPO DE MUESTRA,118315,diagnostico
908405,32102,CARIOTIPO PARA CROMOSOMA FRAGIL X,118315,diagnostico
908409,32103,CARIOTIPO DE INTERCAMBIO DE CROMATIDES HERMANAS [SCE],135310,diagnostico
908408,908410,CARIOTIPO PARA CROMOSOMA FILADELFIA,118315,diagnostico
908410,32104,CARIOTIPO PARA ESTADOS LEUCÉMICOS,135310,diagnostico
908411,32110,"HIBRIDIZACIÓN ""IN SITU"" CON FLUORESCENCIA [FISH]",422705,diagnostico
908413,32111,DIAGNOSTICO MOLECULAR DE ENFERMEDADES,422705,diagnostico
922301,33102,"TELETERAPIA UTILIZANDO COBALTO CAMPO UNICO EN ENCEFALO, CARA, CUELLO, AXILA, AXILO/SUPRACLAVICULAR, TRONCO, PELVIS/PERINE O EXTREMIDADES ( GRUPO 2 ) CON SIMULADOR Y CON PLANEACION COMPUTARIZADA ( TIPO I)",652990,diagnostico
922305,33103,"TELETERAPIA UTILIZANDO COBALTO PROFILAXIS EN ENCEFALO, PALEACION EN CUALQUIER REGION, CAMPOS MULTIPLES EN MEDIASTINO, AXILA, AXILOSUPRACLAVICULAR O EXTREMIDADES (GRUPO 3) CON SIMULADOR Y CON PLANEACION COMPUTARIZADA ( TIPO I)",873760,diagnostico
922309,33104,"TELETERAPIA UTILIZANDO COBALTO PRE O POSOPERATORIO GANGLIONAR DE MAMA, CAMPOS MULTIPLES EN: CARA, ENCEFALO, MAMA, TORAX, PARCIAL DE ABDOMEN, PELVIS O RAQUIS, CUELLO, MEDIASTINO, ( GRUPO 4 ) CON SIMULADOR Y CON PLANEACION COMPUTARIZADA ( TIPO I)",1924035,diagnostico
