codigo,descripcion,ref,tipo,uvr,valor
905207,"CARBAMAZEPINA, SEMICUANTITATIVA POR INMUNOENSAYO O CROMATOGRAFÍA DE CAPA FINA",905719,diagnostico,,20505
908202,"CARBOHIDRATOS [MONO Y DISACARIDOS] CUALITATIVO, EN ORINA",905207,diagnostico,,15200
908203,"CARBOHIDRATOS POR BENEDICT, SELLIWANOFF O GLUCOSA OXIDASA EN ORINA, CADA UNO",908202,diagnostico,,10420
906408,"CARDIOLIPINA, ANTICUERPOS Ig G POR EIA",908203,diagnostico,,32225
906409,"CARDIOLIPINA, ANTICUERPOS Ig M ó Ig A POR EIA",906408,diagnostico,,32285
903006,CAROTENOS,906409,diagnostico,,8290
903007,CATECOLAMINAS FRACCIONADAS O DIFERENCIADAS [ADRENALINA O EPINEFRINA Y NORADRENALINA O NOREPINEFRINA] EN ORINA DE 24 H,903006,diagnostico,,45585
903008,CATECOLAMINAS FRACCIONADAS O DIFERENCIADAS [ADRENALINA O EPINEFRINA Y NORADRENALINA O NOREPINEFRINA] EN PLASMA,903007,diagnostico,,45585
902101,CÉLULAS L.E.,903008,diagnostico,,5575
906411,"CÉLULAS PARIETALES, ANTICUERPOS",902101,diagnostico,,21300
906412,"CEMENTO INTERCELULAR, ANTICUERPOS",906411,diagnostico,,25835
M19085,"CENTRÓMERO, ANTICUERPOS POR IFI",906412,diagnostico,,36230
903416,CERULOPLASMINA POR IDR,906413,diagnostico,,12060
903417,CERULOPLASMINA POR NEFELOMETRÍA,903416,diagnostico,,32680
904804,CETOESTEROIDES 17,903417,diagnostico,,11945
906018,"Chlamydia trachomatis, ANTICUERPOS Ig A",904804,diagnostico,,37995
906019,"Chlamydia trachomatis, ANTICUERPOS Ig G",906018,diagnostico,,37995
906020,"Chlamydia trachomatis, ANTICUERPOS Ig M",906019,diagnostico,,37995
906021,"Chlamydia trachomatis, ANTICUERPOS TOTALES",906020,diagnostico,,37995
906307,"Chlamydia trachomatis, ANTÍGENO POR EIA",906021,diagnostico,,37995
906308,"Chlamydia trachomatis, ANTÍGENO POR IFD",906307,diagnostico,,17810
905721,"CIANUROS, SEMICUANTITATIVO POR COLORIMETRÍA",906308,diagnostico,,10965
905502,CICLOSPORINA A Y METABOLITOS,905721,diagnostico,,56630
906107,"Cisticerco, ANTICUERPOS Ig G POR EIA",905502,diagnostico,,44235
906109,"Cisticerco, ANTICUERPOS TOTALES",906107,diagnostico,,18930
906205,"Citomegalovirus, ANTICUERPOS Ig G [CMV-G] POR EIA",906109,diagnostico,,17000
906206,"Citomegalovirus, ANTICUERPOS Ig M [CMV-M] POR EIA",906205,diagnostico,,17640
906414,"CITOPLASMA DE NEUTRÓFILOS, ANTICUERPOS TOTALES [C-ANCA O P-ANCA] POR EIA",906206,diagnostico,,55875
906415,"CITOPLASMA DE NEUTRÓFILOS, ANTICUERPOS TOTALES [C-ANCA O P-ANCA] POR IFI",906414,diagnostico,,55875
M19217,CLASIFICACIÓN INMUNOLÓGICA DE LEUCEMIA,906415,diagnostico,,171780
M19218,CLASIFICACIÓN INMUNOLÓGICA DE LINFOMA,1936167,diagnostico,,236945
903813,CLORO [CLORURO],1932380,diagnostico,,2870
903814,CLORO [CLORURO] EN ORINA DE 24 H,903813,diagnostico,,2755
905307,CLORPROMAZINA,903814,diagnostico,,13030
901204,"Clostridium botulinum, CULTIVO",905307,diagnostico,,30720
901401,"Clostridium, TOXINA (113)",901204,diagnostico,,22810
905725,"COCAÍNA, METABOLITOS EN ORINA",901401,diagnostico,,14425
905726,"COCAÍNA, SEMICUANTITATIVA POR INMUNOENSAYO O CROMATOGRAFÍA DE CAPA FINA",905725,diagnostico,,14425
906111,"Coccidioides, ANTICUERPOS",905726,diagnostico,,15290
903815,COLESTEROL DE ALTA DENSIDAD [HDL],906111,diagnostico,,5515
903816,COLESTEROL DE BAJA DENSIDAD [LDL] ENZIMÁTICO,903815,diagnostico,,5515
903817,COLESTEROL DE BAJA DENSIDAD [LDL] INMUNOLÓGICO DIRECTO,903816,diagnostico,,23985
903818,COLESTEROL TOTAL,903817,diagnostico,,4415
903418,COLIGLICINA,903818,diagnostico,,36580
903419,COLINESTERASA EN ERITROCITOS [VERDADERA O ACETILCOLINESTERASA],903418,diagnostico,,11945
M19833,COLINESTERASA SÉRICA [SEUDOCOLINESTERASA],903419,diagnostico,,13055
901104,COLORACIÓN AZUL DE METILENO Y LECTURA PARA CUALQUIER MUESTRA,903420,diagnostico,,4785
901102,COLORACIÓN ÁCIDO ALCOHOL RESISTENTE MODIFICADA Y LECTURA,901104,diagnostico,,8355
901103,COLORACIÓN ALBERT [LOEFFLER] Y LECTURA,901102,diagnostico,,2865
901107,COLORACIÓN GRAM Y LECTURA PARA CUALQUIER MUESTRA,901103,diagnostico,,2980
901101,COLORACIÓN PARA ACIDO ALCOHOL RESISTENTE [ZIELH-NIELSEN] Y LECTURA O BACILOSCOPIA *,901107,diagnostico,,5835
901109,COLORACIÓN TINTA CHINA Y LECTURA,901101,diagnostico,,11440
M19249,"COLORACIONES INMUNO-CITO E HISTOQUÍMICAS (PEROXIDASA, OTRAS)",901109,diagnostico,,30720
906805,COMPLEJOS INMUNES CIRCULANTES,1935550,diagnostico,,46465
906806,COMPLEMENTO C1Q INHIBIDOR,906805,diagnostico,,32075
906904,COMPLEMENTO HEMOLÍTICO AL 50% CH 50,906806,diagnostico,,21300
906905,COMPLEMENTO SERICO C3 CUANTITATIVO POR IDR,906904,diagnostico,,15495
906906,COMPLEMENTO SERICO C3 CUANTITATIVO POR NEFELOMETRÍA,906905,diagnostico,,26710
906907,COMPLEMENTO SERICO C4 CUANTITATIVO POR IDR,906906,diagnostico,,14890
906908,COMPLEMENTO SERICO C4 CUANTITATIVO POR NEFELOMETRÍA,906907,diagnostico,,26710
911008,"COOMBS DIRECTO FRACCIONADO [MONOESPECÍFICO Ig A, Ig G E Ig M] EN TUBO",906908,diagnostico,,14850
902201,"COOMBS DIRECTO, PRUEBA CUALITATIVA",911008,diagnostico,,10165
902202,"COOMBS INDIRECTO, PRUEBA CUALITATIVA",902201,diagnostico,,5875
902203,"COOMBS INDIRECTO, PRUEBA CUANTITATIVA",902202,diagnostico,,33130
901206,COPROCULTIVO,902203,diagnostico,,6360
907002,COPROLÓGICO,901206,diagnostico,,2980
907003,COPROLÓGICO POR CONCENTRACIÓN,907002,diagnostico,,4635
903421,COPROPORFIRINAS EN ORINA DE 24 H,907003,diagnostico,,9255
903422,COPROPORFIRINAS EN ORINA DE 24 H POR CROMATOGRAFÍA,903421,diagnostico,,33175
907004,COPROSCÓPICO (118),903422,diagnostico,,8355
904805,CORTISOL,907004,diagnostico,,21300
904806,CORTISOL [DOS MUESTRAS -AM/PM-],904805,diagnostico,,65345
904807,CORTISOL LIBRE EN ORINA DE 24 H,904806,diagnostico,,21300
904301,CORTISOL PRE Y POST ESTIMULACIÓN (417),904807,diagnostico,,31335
904302,CORTISOL PRE Y POSTSUPRESIÓN CON DEXAMETASONA (417),904301,diagnostico,,31335
904303,"CORTISOL Y GLUCOSA, PRE Y POST INSULINA",904302,diagnostico,,37535
901207,"Corynebacterium difteriae, CULTIVO",904303,diagnostico,,30720
903819,CREATIN QUINASA [FRACCIÓN MB] POR ESPECTOFOTOMETRÍA,901207,diagnostico,,10440
903820,CREATIN QUINASA [FRACCIÓN MB] POR MÉTODO INMUNOLÓGICO,903819,diagnostico,,30520
903821,CREATIN QUINASA TOTAL CK- CPK,903820,diagnostico,,7460
903822,CREATINA,903821,diagnostico,,5170
903823,CREATININA DEPURACIÓN,903822,diagnostico,,7065
903824,CREATININA EN ORINA DE 24 H,903823,diagnostico,,3125
903825,"CREATININA EN SUERO, ORINA U OTROS",903824,diagnostico,,3095
E30109,CRIOFRIBRINÓGENO,903825,diagnostico,,13780
906909,CRIOGLOBULINAS,1925650,diagnostico,,4560
906112,"Cryptococcus neoformans, ANTICUERPOS POR LÁTEX",906909,diagnostico,,12260
906314,"Cryptococcus neoformans, ANTÍGENO",906112,diagnostico,,29315
M19301,"Cryptococcus neoformans, CULTIVO",906314,diagnostico,,13595
903826,CUERPOS CETÓNICOS O CETÓNAS EN ORINA (114),901208,diagnostico,,2785
903827,CUERPOS CETÓNICOS O CETÓNAS EN SANGRE (114),903826,diagnostico,,2785
902102,"CUERPOS DE HEINZ, PRUEBA DIRECTA",903827,diagnostico,,4355
902103,"CUERPOS DE HEINZ, PRUEBA INDUCIDA POR FENILHIDRAZINA",902102,diagnostico,,22810
901209,"CULTIVO DE LÍQUIDOS CORPORALES: BILIS, L.C.R, PERITONEAL, PLEURAL, ASCÍTICO, SINOVIAL, OTROS DIFERENTE A ORINA.",902103,diagnostico,,12440
906701,CULTIVO MIXTO DE LINFOCITOS,901209,diagnostico,,217990
901211,CULTIVO PARA HONGOS EN MÉDULA ÓSEA (110),906701,diagnostico,,45585
901212,CULTIVO PARA HONGOS MICOSIS PROFUNDA,901211,diagnostico,,44500
901213,CULTIVO PARA HONGOS MICOSIS SUPERFICIAL,901212,diagnostico,,11365
901214,CULTIVO PARA MICOBACTERIAS EN MÉDULA ÓSEA (110),901213,diagnostico,,35605
901215,CULTIVO PARA MICROORGANISMOS AEROBIOS EN MÉDULA ÓSEA (110),901214,diagnostico,,26715
901218,CULTIVO PARA MICROORGANISMOS ANAEROBIOS DE CUALQUIER MUESTRA DIFERENTE A MEDULA OSEA,901215,diagnostico,,25670
901216,CULTIVO PARA MICROORGANISMOS ANAEROBIOS EN MÉDULA ÓSEA (110),901218,diagnostico,,35605
901217,"CULTIVO PARA MICROORGANISMOS EN CUALQUIER MUESTRA DIFERENTE A MEDULA OSEA, ORINA Y HECES",901216,diagnostico,,14115
903423,"D- XILOSA, PRUEBA DE ABSORCIÓN",901217,diagnostico,,24645
904809,DEHIDROEPIANDROSTERONA SULFATO [EPIANDROSTERONA -DHEA-SO4],903423,diagnostico,,27440
904808,DEHIDROEPINANDROSTERONA,904809,diagnostico,,35385
906207,"Dengue, ANTICUERPOS Ig G",904808,diagnostico,,29975
906208,"Dengue, ANTICUERPOS Ig M",906207,diagnostico,,29975
906209,"Dengue, ANTICUERPOS TOTALES",906208,diagnostico,,33435
903011,DEOXIPIRIDINOLINA,906209,diagnostico,,57225
M19328,DESHIDROGENASA HIDROXIBUTÍRICA [HBDH],903011,diagnostico,,21325
903828,DESHIDROGENASA LÁCTICA [LDH],903424,diagnostico,,5750
903829,"DESHIDROGENASA LÁCTICA, ISOENZIMAS",903828,diagnostico,,61220
905602,"DIGITOXINA, SEMICUANTITATIVA POR INMUNOENSAYO O CROMATOGRAFÍA DE CAPA FINA",903829,diagnostico,,15290
905605,"DIGOXINA, SEMICUANTITATIVA POR INMUNOENSAYO O CROMATOGRAFÍA DE CAPA FINA",905602,diagnostico,,19160
902010,DILUCIONES DE TIEMPO DE PROTROMBINA [PT],905605,diagnostico,,31465
902011,DILUCIONES DE TIEMPO DE TROMBOPLASTINA PARCIAL [PTT],902010,diagnostico,,31465
902104,DÍMERO D POR EIA,902011,diagnostico,,29625
902105,DÍMERO D POR LÁTEX,902104,diagnostico,,17265
903012,DIOXIDO DE CARBÓN,902105,diagnostico,,11225
E19340,DISOPIRAMIDA,903012,diagnostico,,13030
906417,"DNA n, ANTICUERPOS POR EIA",1935070,diagnostico,,15090
906418,"DNA n, ANTICUERPOS POR IFI",906417,diagnostico,,26595
905727,DROGAS DE ABUSO NCOC,906418,diagnostico,,14425
M19351,E19351,905727,diagnostico,,14035
906807,ELECTROFORESIS DE AMINOACIDOS EN ORINA,1932560,diagnostico,,43415
906808,ELECTROFORESIS DE HEMOGLOBINA EN MEDIO ÁCIDO,906807,diagnostico,,39515
906809,ELECTROFORESIS DE HEMOGLOBINA EN MEDIO ALCALINO,906808,diagnostico,,33495
906810,ELECTROFORESIS DE LIPOPROTEÍNAS,906809,diagnostico,,10655
906811,ELECTROFORESIS DE PROTEÍNAS DE LCR [DETECCIÓN DE BANDAS OLIGOCLONALES],906810,diagnostico,,19315
906812,ELECTROFORESIS DE PROTEÍNAS EN CUALQUIER LÍQUIDO INCLUIDO SUERO Y ORINA,906811,diagnostico,,25915
906113,"Entamoeba histolítica, ANTICUERPOS POR EIA",906812,diagnostico,,5525
906210,"Enterovirus, ANTICUERPOS",906113,diagnostico,,16605
906212,"Epstein-barr, ANTICUERPOS Ig G [CÁPSULA EB-VCA-G] POR EIA",906210,diagnostico,,39640
906213,"Epstein-barr, ANTICUERPOS Ig G [NUCLEARES EBNA-G] POR EIA",906212,diagnostico,,39640
906214,"Epstein-barr, ANTICUERPOS Ig G [TEMPRANOS G] POR EIA",906213,diagnostico,,45585
906215,"Epstein-barr, ANTICUERPOS Ig M [CÁPSULA EB-VCA-M] POR EIA",906214,diagnostico,,39640
906216,"Epstein-barr, ANTICUERPOS Ig M [NUCLEARES EBNA-M] POR EIA",906215,diagnostico,,39640
906217,"Epstein-barr, ANTICUERPOS Ig M [TEMPRANOS M] POR EIA",906216,diagnostico,,39640
902106,ERITROPOYETINA,906217,diagnostico,,60780
902204,ERITROSEDIMENTACIÓN [VELOCIDAD SEDIMENTACIÓN GLOBULAR - VSG],902106,diagnostico,,1440
902205,ERITROSEDIMENTACIÓN [VELOCIDAD SEDIMENTACIÓN GLOBULAR - VSG] AUTOMATIZADA,902204,diagnostico,,1440
901303,"Escherichia coli ENTEROPATÓGENA, EN MATERIA FECAL POR SEROTIPIFICACIÓN",902205,diagnostico,,18730
906419,"ESPERMA O ESPERMATOZIODES, ANTICUERPOS POR CITOMETRÍA DE FLUJO",901303,diagnostico,,36520
906420,"ESPERMA O ESPERMATOZIODES, ANTICUERPOS POR EIA",906419,diagnostico,,22740
907201,ESPERMOGRAMA BÁSICO (230),906420,diagnostico,,12965
903013,ESPERMOGRAMA CON BIOQUÍMICA (231),907201,diagnostico,,24645
M19375,"ESTERASA PANCREÁTICA, ENZIMA ALFA NAFTIL-BUTIRATO",903013,diagnostico,,17845
M19376,"ESTERASA PANCREÁTICA, ENZIMA ALFA NAFTIL-CLORACETATO",903014,diagnostico,,17845
904503,ESTRADIOL,903015,diagnostico,,24645
904401,ESTRADIOL PRE Y POST GONADOTROPINA CORIÓNICA,904503,diagnostico,,111170
E19381,ESTREPTOMICINA,904401,diagnostico,,14145
905729,"ESTRIGNINA, SEMICUANTITATIVA POR CROMATOGRAFÍA DE CAPA FINA",1933447,diagnostico,,13575
904504,ESTRIOL,905729,diagnostico,,24430
904506,ESTRÓGENOS [ESTRADIOL 17 BETA],904504,diagnostico,,13990
901304,EXAMEN DIRECTO FRESCO DE CUALQUIER MUESTRA,904506,diagnostico,,6450
901305,EXAMEN DIRECTO PARA HONGOS [KOH],901304,diagnostico,,3095
902206,"EXTENDIDO DE SANGRE PERIFÉRICA, ESTUDIO DE MORFOLOGÍA",901305,diagnostico,,3480
904101,FACTOR I DE CRECIMIENTO SIMILAR A LA INSULINA [SOMATOMEDINA C],902206,diagnostico,,40590
902012,"FACTOR II DE LA COAGULACIÓN, CUANTIFICACIÓN [PROTROMBINA]",904101,diagnostico,,2185
M19393,FACTOR III PLAQUETARIO,902012,diagnostico,,15230
906813,"FACTOR INTRÍNSECO, ANTICUERPOS",902015,diagnostico,,30400
902014,FACTOR IX DE LA COAGULACIÓN [CHRISTMAS O PTC],906813,diagnostico,,13910
906910,FACTOR REMATOIDEO [R.A.] CUANTITATIVO POR NEFELOMETRÍA,902014,diagnostico,,30510
906911,FACTOR REMATOIDEO [R.A.] SEMICUANTITATIVO POR LÁTEX,906910,diagnostico,,4820
902016,FACTOR V DE LA COAGUALCIÓN [LÁBIL O PROACELERINA],906911,diagnostico,,13910
902017,FACTOR VII DE LA COAGULACIÓN [ESTABLE O PROCONVERTINA],902016,diagnostico,,13910
902018,FACTOR VIII DE LA COAGULACIÓN,902017,diagnostico,,13910
902019,FACTOR VON WILLEBRAND,902018,diagnostico,,44500
902020,FACTOR X [STUART POWER],902019,diagnostico,,13910
902021,FACTOR XI [PTA],902020,diagnostico,,13910
902022,"FACTOR XII [FACTOR DE HAGEMAN, DE CONTACTO]",902021,diagnostico,,13910
902023,"FACTOR XIII [FSF, FACTOR ESTABILIZANTE DE LA FIBRINA O TIEMPO DE LISIS COÁGULO]",902022,diagnostico,,13910
906814,"FAGOCITOSIS, ESTUDIO (CITOMETRIA DE FLUJO)",902023,diagnostico,,43600
M19424,FENCICLIDINA,906814,diagnostico,,11750
908109,"FENILALANINA, CUANTITATIVA EN ORINA O SANGRE",905308,diagnostico,,4840
905210,FENITOÍNA LIBRE,908109,diagnostico,,32680
905213,"FENITOÍNA TOTAL, SEMICUANTITATIVO POR INMUNOENSAYO O CROMATOGRAFÍA DE CAPA FINA",905210,diagnostico,,22370
905216,"FENOBARBITAL, SEMICUANTITATIVO POR INMUNOENSAYO O CROMATOGRAFÍA DE CAPA FINA",905213,diagnostico,,22370
905310,"FENOTIAZINAS EN SUERO, ORINA Y LAVADO GASTRÍCO, SEMICUANTITATIVA POR CROMATOGRAFÍA DE CAPA FINA",905216,diagnostico,,12800
911014,"FENOTIPAGE, FACTOR Rh [C, c, E, e] EN LAMINA O TUBO",905310,diagnostico,,12585
911013,"FENOTIPAGE, FACTOR Rh [C, c, E, e] POR MICROTÉCNICA",911014,diagnostico,,12585
903016,FERRITINA,911013,diagnostico,,16145
M19437,E19437,903016,diagnostico,,4570
902024,"FIBRINOGENO, COAGULACIÓN",1921350,diagnostico,,5855
E19443,FIBRINOLISINAS,902024,diagnostico,,3330
903830,FOSFATASA ACIDA,1922650,diagnostico,,3930
M19449,FOSFATASA ÁCIDA DETERMINACIÓN EN LEUCOCITOS,903830,diagnostico,,30720
903832,"FOSFATASA ACIDA, FRACCIÓN PROSTÁTICA POR EIA/RIA",1924570,diagnostico,,16790
903833,FOSFATASA ALCALINA,903832,diagnostico,,3805
M19455,FOSFATASA ALCALINA DETERMINACIÓN EN LEUCOCITOS,903833,diagnostico,,13675
903834,FOSFATASA ALCALINA ESPECÍFICA DE HUESO,1932665,diagnostico,,45780
906422,"FOSFOLÍPIDOS, ANTICUERPOS Ig G POR EIA (117)",903834,diagnostico,,89010
906423,"FOSFOLÍPIDOS, ANTICUERPOS Ig M POR EIA (117)",906422,diagnostico,,89010
903835,FÓSFORO INORGÁNICO [FOSFATOS],906423,diagnostico,,3900
903836,FÓSFORO INORGÁNICO [FOSFATOS] EN ORINA DE 24 H,903835,diagnostico,,7915
903837,FRACCIÓN EXCRETADA DE SODIO [FENA],903836,diagnostico,,30400
902107,FRAGILIDAD OSMÓTICA DE ERITROCITOS,903837,diagnostico,,3660
907005,FROTIS RECTAL [IDENTIFICACIÓN DE TROFOZOITOS],902107,diagnostico,,3125
903425,FRUCTOSAMINA,907005,diagnostico,,8370
903301,GALACTOSA,903425,diagnostico,,7920
908302,"GALACTOSA, CURVA DE TOLERANCIA",903301,diagnostico,,18465
903838,GAMMA GLUTAMIL TRANSFERASA [GGT],908302,diagnostico,,9760
906116,"Gardia lamblia, ANTICUERPOS Ig G",903838,diagnostico,,53185
903839,GASES ARTERIALES (EN REPOSO O EN EJERCICIO),906116,diagnostico,,12690
906624,GASTRINA,903839,diagnostico,,28945
905405,"GENTAMICINA, SEMICUANTITATIVA POR INMUNOENSAYO",906624,diagnostico,,18505
904901,GLOBULINA TRANSPORTADORA DE TIROXINA [TBG],905405,diagnostico,,23420
M19275,GLUCOMETRÍA,904901,diagnostico,,2570
902108,"GLUCOSA 6 FOSFATO DESHIDROGENASA, CUALITATIVA",1931390,diagnostico,,15500
902109,"GLUCOSA 6 FOSFATO DESHIDROGENASA, CUANTITATIVA",902108,diagnostico,,26715
903840,GLUCOSA EN ORINA,902109,diagnostico,,3125
903841,"GLUCOSA EN SUERO, LCR U OTRO FLUIDO DIFERENTE A ORINA",903840,diagnostico,,3095
903842,GLUCOSA PRE Y POST CARGA DE GLUCOSA (232),903841,diagnostico,,10040
903843,GLUCOSA PRE Y POST PRANDIAL,903842,diagnostico,,8575
903844,"GLUCOSA, CURVA DE TOLERANCIA (POR MUESTRA) (115)",903843,diagnostico,,6695
903845,"GLUCOSA, TEST O’ SULLIVAN",903844,diagnostico,,5320
904508,"GONADOTROPINA CORIÓNICA, SUBUNIDAD BETA CUALITATIVA, [BHCG] PRUEBA DE EMBARAZO EN ORINA O SUERO",903845,diagnostico,,14960
906625,"GONADOTROPINA CORIÓNICA, SUBUNIDAD BETA CUANTITATIVA [BHCG]",904508,diagnostico,,17565
907006,GRASAS NEUTRAS EN HECES [SUDAN III],906625,diagnostico,,5940
903020,HAPTOGLOBINA POR IDR,907006,diagnostico,,8390
903021,HAPTOGLOBINA POR NEFELOMETRÍA,903020,diagnostico,,23435
906022,"Helicobacter pylori, ANTICUERPOS Ig A",903021,diagnostico,,29975
906023,"Helicobacter pylori, ANTICUERPOS Ig G",906022,diagnostico,,29975
906024,"Helicobacter pylori, ANTICUERPOS Ig M",906023,diagnostico,,29975
906025,"Helicobacter pylori, ANTICUERPOS TOTALES",906024,diagnostico,,30720
901220,"Helicobacter pylori, CULTIVO",906025,diagnostico,,30720
902211,HEMATOCRITO,901220,diagnostico,,1425
911016,HEMOCLASIFICACIÓN FACTOR Rh [FACTOR D] EN LÁMINA O TUBO,902211,diagnostico,,2645
902212,HEMOCLASIFICACIÓN GRUPO ABO Y FACTOR Rh,911016,diagnostico,,4200
911018,"HEMOCLASIFICACIÓN GRUPO ABO, DIRECTA O GLOBULAR EN PLACA",902212,diagnostico,,4200
911020,"HEMOCLASIFICACIÓN GRUPO ABO, INVERSA O SÉRICA EN TUBO",911018,diagnostico,,8510
901221,HEMOCULTIVO AEROBIO POR MÉTODO AUTOMÁTICO (111),911020,diagnostico,,30400
901222,HEMOCULTIVO AEROBIO POR MÉTODO MANUAL (111),901221,diagnostico,,27085
901223,HEMOCULTIVO ANAEROBIO POR MÉTODO AUTOMÁTICO (111),901222,diagnostico,,45585
901224,HEMOCULTIVO ANAEROBIO POR MÉTODO MANUAL (111),901223,diagnostico,,32340
902213,HEMOGLOBINA,901224,diagnostico,,1980
902110,HEMOGLOBINA A 2 POR CROMATOGRAFIA,902213,diagnostico,,15935
902111,HEMOGLOBINA FETAL,902110,diagnostico,,2810
903426,HEMOGLOBINA GLICOSILADA POR ANTICUERPOS MONOCLONALES,902111,diagnostico,,19545
903427,HEMOGLOBINA GLICOSILADA POR CROMATOGRAFÍA DE COLUMNA,903426,diagnostico,,14925
902113,HEMOGLOBINA LIBRE EN PLASMA,903427,diagnostico,,9895
M19527,HEMOGLOBINA MATERNA Y FETAL [KLEIN HAVER],902113,diagnostico,,7070
902207,"HEMOGRAMA I [HEMOGLOBINA, HEMATOCRITO Y LEUCOGRAMA] METODO MANUAL",902114,diagnostico,,6490
902208,"HEMOGRAMA II [HEMOGLOBINA, HEMATOCRITO, RECUENTO DE ERITROCITOS, ÍNDICES ERITROCITARIOS, LEUCOGRAMA, RECUENTO DE PLAQUETAS E INDICES PLAQUETARIOS] METODO MANUAL Y SEMIAUTOMATICO",902207,diagnostico,,8850
902209,"HEMOGRAMA III [HEMOGLOBINA, HEMATOCRITO, RECUENTO DE ERITROCITOS, ÍNDICES ERITROCITARIOS, LEUCOGRAMA, RECUENTO DE PLAQUETAS, INDICES PLAQUETARIOS Y MORFOLOGIA ELECTRONICA] METODO AUTOMATICO",902208,diagnostico,,10270
902210,"HEMOGRAMA IV [HEMOGLOBINA, HEMATOCRITO, RECUENTO DE ERITROCITOS,INDICES ERITROCITARIOS,LEUCOGRAMA,RECUENTO DE PLAQUETAS,INDICES PLAQUETARIOS Y MORFOLOGIA ELECTRONICA E HISTOGRAMA] METODO AUTOMATICO (233)",902209,diagnostico,,11015
M19533,E19533,902210,diagnostico,,11100
902115,HEMÓLISIS ACIDA [PRUEBA DE HAM],1931520,diagnostico,,5170
902214,"HEMOPARASITOS, EXTENDIDO DE GOTA GRUESA *",902115,diagnostico,,6390
902215,"HEMOPARASITOS, EXTENDIDO DE SANGRE PERIFÉRICA *",902214,diagnostico,,3095
903428,HEMOSIDERINA EN ORINA,902215,diagnostico,,15955
902025,"HEPARINA, DOSIFICACIÓN POR COAGULACIÓN",903428,diagnostico,,3020
902026,"HEPARINA, DOSIFICACIÓN POR CROMÓGENOS",902025,diagnostico,,35605
906218,"Hepatitis A, ANTICUERPOS Ig M [ANTI HVA-M] *",902026,diagnostico,,26580
906219,"Hepatitis A, ANTICUERPOS TOTALES [ANTI HVA]",906218,diagnostico,,25930
906220,"Hepatitis B, ANTICUERPOS CENTRAL Ig M [ANTI-CORE HBc-M]",906219,diagnostico,,28300
906221,"Hepatitis B, ANTICUERPOS CENTRAL TOTALES [ANTI-CORE HBC] & *",906220,diagnostico,,25930
906222,"Hepatitis B, ANTICUERPOS E [ANTI-HBe]",906221,diagnostico,,25930
906223,"Hepatitis B, ANTICUERPOS S [ANTI-HBS] *",906222,diagnostico,,27440
906317,"Hepatitis B, ANTÍGENO DE SUPERFICIE [Ag HBS] & *",906223,diagnostico,,24430
906318,"Hepatitis B, ANTÍGENO e [Ag HBe]",906317,diagnostico,,25930
906815,"Hepatitis B, CARGA VIRAL",906318,diagnostico,,355415
906225,"Hepatitis C, ANTICUERPO [ANTI-HVC] & *",906815,diagnostico,,36585
906817,"Hepatitis C, CARGA VIRAL",906225,diagnostico,,188495
906226,"Hepatitis delta, ANTICUERPOS [ANTI-HVD]",906817,diagnostico,,26580
M19558,"Hepatitis delta, ANTÍGENO [Ag HVD]",906226,diagnostico,,30575
906228,"Herpes I, ANTICUERPOS Ig G",906319,diagnostico,,21300
906229,"Herpes I, ANTICUERPOS Ig M",906228,diagnostico,,23885
906230,"Herpes II, ANTICUERPOS Ig G",906229,diagnostico,,21300
906231,"Herpes II, ANTICUERPOS Ig M",906230,diagnostico,,38705
906320,"Herpes simplex, ANTÍGENOS",906231,diagnostico,,20340
905723,"HIDROCARBUROS, SEMICUANTITATIVO POR COLORIMETRIA",906320,diagnostico,,10090
904811,"HIDROXICORTICOSTEROIDES, 17 [17 OHCS]",905723,diagnostico,,9450
904402,"HIDROXIPROGESTERONA 17 ALFA, PRE Y POST ACTH",904811,diagnostico,,63220
904509,HIDROXIPROGESTERONA 17ALFA,904402,diagnostico,,27440
902116,HIERRO MEDULAR,904509,diagnostico,,13790
903846,HIERRO TOTAL,902116,diagnostico,,17220
908606,HIPOXANTINA GUANINA FOSFORIBOSIL TRANSFERASA [HGPRT] EN ERITROCITOS O LEUCOCITOS -ENF. LESCH NYHAN-,903846,diagnostico,,51230
908607,HIPOXANTINA GUANINA FOSFORIBOSIL TRANSFERASA [HGPRT] EN RAÍCES DE CABELLO -ENF. LESH NYHAN-,908606,diagnostico,,102470
906501,"HISTOCOMPATIBILIDAD, ANTÍGENO A, B, C [CLASE I]",908607,diagnostico,,161310
906502,"HISTOCOMPATIBILIDAD, ANTÍGENO A, B, C, DR, DQ [CLASE I Y II]",906501,diagnostico,,307730
906504,"HISTOCOMPATIBILIDAD, ANTÍGENO DR POR CITOMETRÍA DE FLUJO",906502,diagnostico,,32695
906505,"HISTOCOMPATIBILIDAD, ANTÍGENO DR, DQ [CLASE II] POR PCR-SSP",906504,diagnostico,,343330
906506,"HISTOCOMPATIBILIDAD, ANTÍGENO DR, DQ [CLASE II] POR SEROLOGÍA",906505,diagnostico,,153475
M19150,HISTOGRAMA DE ERITROCITOS EN ORINA,906506,diagnostico,,9875
906118,"Histoplasma capsulatum, ANTICUERPOS POR EIA",1935970,diagnostico,,39640
906507,"HLA B-27, ANTÍGENO POR CITOMETRÍA DE FLUJO",906118,diagnostico,,91555
906508,"HLA B-27, ANTÍGENO POR SEROLOGÍA",906507,diagnostico,,72290
